consistent	adj. 一致的
lively	adj. 活泼的；生动的；真实的；生气勃勃的 n. (Lively)人名；(英)莱夫利
iron	n. 熨斗；烙铁；坚强 v. 熨；用铁铸成 adj. 铁的；残酷的；刚强的
sore	adj. 疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的 n. 溃疡，痛处；恨事，伤心事
canteen	n. 食堂，小卖部；水壶
pinch	v. 捏；勒索；使苦恼；掐掉某物，修剪 n. 匮乏；少量；夹痛
baggage	n. 行李；[交] 辎重（军队的）
lateral	adj. 侧面的，横向的 n. 侧部；[语] 边音 vt. 横向传球
vase	n. 瓶；花瓶
rumor	n. 谣言；传闻 v. 谣传；传说
rub	v. 擦；摩擦；惹怒 n. 摩擦；障碍；磨损处
gallop	n. 疾驰；飞奔 v. 飞驰；急速进行；急急忙忙地说
song	n. 歌曲；歌唱；诗歌；鸣声
gallon	n. 加仑（容量单位）
insure	v. 确保，保证；给…保险
strenuous	adj. 紧张的；费力的；奋发的；艰苦的；热烈的
beneath	prep. 在…之下 adv. 在下方
chin	n. 下巴；聊天；引体向上动作 v. 用下巴夹住；与…聊天；在单杠上作引体向上动作
torrent	n. 奔流；倾注；迸发；连续不断
giant	n. 巨人；伟人；[动] 巨大的动物 adj. 巨大的；巨人般的
feather	n. 羽毛 v. 用羽毛装饰
conscience	n. 道德心，良心
relativity	n. 相对论；相关性；相对性
ridge	n. 山脊；山脉；屋脊 v. 使成脊状；作垄
camp	v. 露营；扎营 n. 露营
pint	n. 品脱；一品脱的量；一品脱牛奶或啤酒
carbon	n. [化学] 碳；碳棒；复写纸 adj. 碳的；碳处理的
pine	v. 渴望，痛苦；憔悴 n. [林] 松树；凤梨，菠萝 adj. 松木的；似松的
cabbage	n. 卷心菜，甘蓝菜，洋白菜；（俚)脑袋；（非正式、侮辱）植物人（常用于英式英语）；（俚）钱，尤指纸币（常用于美式俚语）
precaution	n. 预防，警惕；预防措施 vt. 警惕；预先警告
pill	n. 药丸；弹丸，子弹；口服避孕药 v. 把…制成丸剂；使服用药丸；抢劫，掠夺（古语）
pile	n. 堆；大量；建筑群 v. 累积；打桩于
automation	n. 自动化；自动操作
injure	v. 伤害，损害
brother	n. 兄弟；同事；战友 int. 我的老兄！
bowling	n. 滚木球戏；保龄球戏 v. 打保龄球（bowl的现在分词）
horror	n. 惊骇；惨状；极端厌恶；令人恐怖的事物
anecdote	n. 轶事；奇闻；秘史
plight	n. 困境；境况；誓约 v. 保证；约定
heat	n. 高温；压力；热度；热烈 v. 使激动；把…加热
heal	v. 治愈，痊愈；和解 n. (Heal)人名；(英)希尔
yearly	adj. 每年的 adv. 每年；一年一次 n. 年刊；年鉴
cheek	n. 面颊，脸颊；臀部 v. 无礼地向…讲话，对…大胆无礼
diagram	n. 图表；图解 v. 用图解法表示
golden	adj. 金色的，黄金般的；珍贵的；金制的 n. (Golden)人名；(英、法、罗、德、瑞典)戈尔登
soil	n. 土地；土壤；国家；粪便；务农；温床 v. 弄脏；污辱
glass	n. 玻璃；玻璃制品；镜子 v. 反映；给某物加玻璃
noisy	adj. 嘈杂的；喧闹的；聒噪的
chimney	n. 烟囱
soft	adj. 软的，柔软的；温柔的，温和的；软弱的；笨的 adv. 柔软地；温和地 n. 柔性；柔软的东西；柔软部分
pillar	n. 柱子，柱形物；栋梁；墩 vt. 用柱支持
kin	n. 亲戚；家族；同族 adj. 同类的；有亲属关系的；性质类似的
madame	n. （法语）夫人；太太
soak	v. 吸收，吸入；沉浸在（工作或学习中）；使……上下湿透 n. 浸；湿透；大雨
soap	n. 肥皂 v. 将肥皂涂在……上；对……拍马屁（俚语）
blackmail	n. 勒索，敲诈；勒索所得之款 v. 勒索，敲诈
waterfall	n. 瀑布；瀑布似的东西
honorable	adj. 光荣的；可敬的；高贵的
skirt	n. 裙子 v. 绕过，回避；位于…边缘
clergy	n. 神职人员；牧师；僧侣
foreigner	n. 外地人，外国人
glimpse	n. 一瞥，一看 v. 瞥见
whatsoever	pron. 无论什么
soda	n. 苏打；碳酸水
sock	n. 短袜；一击 v. 重击；给……穿袜 adv. 正着地；不偏不倚地 adj. 非常成功的
sunset	n. 日落，傍晚
scenery	n. 风景；景色；舞台布景
stupid	adj. 愚蠢的；麻木的；乏味的 n. 傻瓜，笨蛋
wagon	n. 货车，四轮马车 vt. 用运货马车运输货物
saddle	n. 鞍，鞍状物；车座；拖具 v. 承受；使负担；装以马鞍
sprout	v. 发芽；长芽 n. 芽；萌芽；苗芽
plural	adj. 复数的 n. 复数
skate	v. 滑冰；滑过 n. 溜冰；冰鞋
audio	adj. 声音的；[声] 音频的，[声] 声频的
audit	v. 审计；[审计] 查账 n. 审计；[审计] 查账
wedding	n. 婚礼，婚宴；结婚；结合 v. 与…结婚（wed的ing形式）
collar	n. 衣领；颈圈 v. 抓住；给…上领子；给…套上颈圈
weekend	n. 周末，周末休假；周末聚会 adj. 周末的，周末用的 v. 度周末
chef	n. 厨师，大师傅
auditorium	n. 礼堂，会堂；观众席
pigeon	n. 鸽子
credential	n. 证书；凭据；国书
delivery	n. [贸易] 交付；分娩；递送
sob	v. 啜泣，呜咽；（风等）发出呜咽声 n. 啜泣，呜咽
hammer	v. 锤击；敲打；重复 n. 铁锤；链球；[解剖] 锤骨；音锤
highland	n. 高地；丘陵地带 adj. 高原的；高地的
jacket	n. 羽绒滑雪衫；西装短外套；短上衣，夹克；土豆皮；书籍的护封；文件套，公文夹 v. 给…穿夹克；给…装护套；给…包上护封；〈口〉打
pollute	v. 污染；玷污；败坏
triangle	n. 三角（形）；三角关系；三角形之物；三人一组
tobacco	n. 烟草，烟叶；烟草制品；抽烟
chap	n. 小伙子；家伙；龟裂 v. 使皲裂
chat	v. 聊天；闲谈 n. 聊天；闲谈
beloved	adj. 心爱的；挚爱的 n. 心爱的人；亲爱的教友
faulty	adj. 有错误的；有缺点的
ski	n. 滑雪橇 v. 滑雪 adj. 滑雪（用）的
november	n. 十一月
suck	v. 吸吮；吸取 n. 吮吸
league	n. 联盟；社团；范畴 v. 使…结盟；与…联合
textile	n. 纺织品，织物 adj. 纺织的
encyclopedia	n. 百科全书（亦是encyclopaedia）
whichever	pron. 任何一个；无论哪个 adj. 无论哪个；无论哪些
conjunction	n. 结合；[语] 连接词；同时发生
steamer	n. 轮船；蒸汽机；蒸笼
exhibition	n. 展览，显示；展览会；展览品
sly	adj. 狡猾的；淘气的；诡密的 n. (Sly)人名；(英)斯莱
intrude	v. 把…强加；把…硬挤
snow	n. 雪，积雪；下雪 v. 降雪
compassion	n. 同情；怜悯
afraid	adj. 害怕的；恐怕；担心的
northwest	adj. 西北的；向西北的；来自西北的 n. 西北 adv. 在西北；向西北；来自西北
punctual	adj. 准时的，守时的；精确的
shilling	n. 先令
feat	n. 功绩，壮举；技艺表演 adj. 合适的；灵巧的
scold	v. 责骂；叱责 n. 责骂；爱责骂的人
salad	n. 色拉；尤指莴苣
loose	adj. 宽松的；散漫的；不牢固的；不精确的 v. 释放；开船；放枪 adv. 松散地 n. 放纵；放任；发射
ambulance	n. [车辆][医] 救护车；战时流动医院
brick	n. 砖，砖块；砖形物；心肠好的人 v. 用砖砌 adj. 用砖做的；似砖的
sun	n. 太阳 v. 使晒
elder	n. 老人；长辈；年长者；父辈 adj. 年长的；年龄较大的；资格老的
fearful	adj. 可怕的；担心的；严重的
accent	n. 口音；重音；强调；特点；重音符号 v. 强调；重读；带…口音讲话
rust	n. 锈；生锈；[植保] 锈病 v. 使生锈；腐蚀
bowl	n. 碗；木球；大酒杯 v. 玩保龄球；滑动；平稳快速移动
punish	v. 惩罚；严厉对待；贪婪地吃喝
sauce	n. 酱油；沙司；调味汁 v. 使增加趣味；给…调味
outdoor	adj. 户外的；露天的；野外的（等于out-of-door）
tight	adj. 紧的；密封的；绷紧的；麻烦的；严厉的；没空的；吝啬的 adv. 紧紧地；彻底地 n. (Tight)人名；(英)泰特
sword	n. 刀，剑；武力，战争
selfish	adj. 自私的；利己主义的
comrade	n. 同志；伙伴
tag	n. 标签；名称；结束语；附属物 v. 尾随，紧随；连接；起浑名；添饰
dial	n. 转盘；刻度盘；钟面 v. 拨号
conceal	v. 隐藏；隐瞒
camel	n. [畜牧][脊椎] 骆驼；打捞浮筒；工作作风官僚 adj. 驼色的；暗棕色的 vi. 工作刻板平庸
wine	n. 酒，葡萄酒；紫红色 v. 喝酒
rude	adj. 粗鲁的；无礼的；狂暴的；未开化的 n. (Rude)人名；(英、西、瑞典)鲁德；(法)吕德
boil	v. 煮沸，沸腾；激动，激昂 n. 沸腾，煮沸；疖子
kneel	v. 跪下，跪
doorway	n. 门口；途径
tiger	n. 老虎；凶暴的人
edge	n. 边缘；优势；刀刃；锋利 v. 使锐利；将…开刃；给…加上边
heaven	n. 天堂；天空；极乐
mathematical	adj. 数学的，数学上的；精确的
wipe	v. 擦；消除；涂上 n. 擦拭；用力打
typhoon	n. [气象] 台风
astonish	v. 使惊讶
steam	v. 蒸，散发；用蒸汽处理 n. 蒸汽；精力 adj. 蒸汽的
goose	n. 鹅；鹅肉；傻瓜；雌鹅 v. 突然加大油门；嘘骂
bolt	n. 螺栓，螺钉；闪电，雷电；门闩；弩箭;（布的）一匹，一卷 v. 筛选；囫囵吞下；（把门、窗等）闩上；突然说出，脱口说出 adv. 突然地；像箭似地；直立地
renew	v. 使更新；续借；续费；复兴；重申
bold	adj. 大胆的，英勇的；黑体的；厚颜无耻的；险峻的 n. (Bold)人名；(英、德、罗、捷、瑞典)博尔德
enquire	v. 询问；调查；问候（等于inquire）
murder	v. 谋杀，凶杀 n. 谋杀，凶杀
wire	n. 电线；金属丝；电报 v. 拍电报；给…装电线
northern	adj. 北部的；北方的 n. 北部方言
bomb	v. 轰炸，投弹于 n. 炸弹
pneumonia	n. 肺炎
bond	n. 债券；结合；约定；粘合剂；纽带 v. 结合，团结在一起
bone	n. 骨；骨骼 v. 剔去的骨；施骨肥于
wash	n. 洗涤；洗的衣服；化妆水；冲积物 v. 洗涤；洗刷；冲走；拍打
brake	v. 刹车 n. 闸，刹车；阻碍
distress	n. 危难，不幸；贫困；悲痛 v. 使悲痛；使贫困
mistake	n. 错误；误会；过失 v. 弄错；误解
steel	n. 钢铁；钢制品；坚固 v. 钢化；使冷酷 adj. 钢制的；钢铁业的；坚强的
ruler	n. 尺；统治者；[测] 划线板，划线的人
rubbish	n. 垃圾，废物；废话 adj. 毫无价值的
moisture	n. 水分；湿度；潮湿；降雨量
subway	n. 地铁；地道 vi. 乘地铁
judgement	n. 意见；判断力；[法] 审判；评价
nephew	n. 侄子；外甥
bin	n. 箱子，容器；二进制 v. 把…放入箱中
goodby	int. 再见（等于goodbye） n. (Goodby)人名；(英)古德拜
stir	n. 搅拌；轰动 v. 搅拌；激起；惹起
razor	v. 剃，用剃刀刮 n. 剃刀
friday	n. 星期五；忠仆
utter	v. 发出，表达；发射 adj. 完全的；彻底的；无条件的 n. (Utter)人名；(德、芬)乌特
offend	v. 冒犯；使…不愉快
hay	n. 干草 v. 把晒干
crude	adj. 粗糙的；天然的，未加工的；粗鲁的 n. 原油；天然的物质
vibrate	v. 振动；颤动；摇摆；踌躇
sigh	v. 叹息，叹气 n. 叹息，叹气
pulse	n. [电子] 脉冲；脉搏 v. 使跳动
chapter	n. 章，回；（俱乐部、协会等的）分会；人生或历史上的重要时期 vt. 把…分成章节
pat	adj. 恰好的；熟练的；合适的 adv. 恰好；熟记地 n. 轻拍；小块；轻拍声 v. 轻拍
tonight	adv. 在今晚 n. 今晚
onion	n. 洋葱；洋葱头
pad	n. 衬垫；护具；便笺簿；填补 v. 步行；放轻脚步走
theoretical	adj. 理论的；理论上的；假设的；推理的
scarce	adj. 缺乏的，不足的；稀有的 adv. 仅仅；几乎不；几乎没有
bow	n. 弓；鞠躬；船首 v. 鞠躬；弯腰 adj. 弯曲的
harbor	v. 庇护；怀有 n. 海港；避难所
zoo	n. 动物园
blend	v. 混合 n. 混合；掺合物
hen	n. 母鸡；女人；雌禽
bag	n. 袋；猎获物；（俚）一瓶啤酒 v. 猎获；把…装入袋中；占据，私吞；使膨大
horizontal	adj. 水平的；地平线的；同一阶层的 n. 水平线，水平面；水平位置
scissors	n. 剪刀；剪式跳法 v. 剪开；删除（scissor的第三人称单数）
vegetable	n. 蔬菜；植物；植物人 adj. 蔬菜的；植物的
pea	n. 豌豆
headmaster	n. 校长
chemist	n. 化学家；化学工作者；药剂师；炼金术士
spoon	n. 匙，勺子；一杓的量 v. 用匙舀；使成匙状
affluent	adj. 富裕的；丰富的；流畅的 n. 支流；富人
exact	adj. 准确的，精密的；精确的 v. 要求；强求；急需
beg	v. 乞讨；恳求；回避正题 n. (Beg)人名；(德、塞、巴基)贝格
bee	n. 蜜蜂，蜂；勤劳的人
telegram	n. 电报 vt. 用电报发送 vi. 发电报
bless	v. 祝福；保佑；赞美 n. (Bless)人名；(英、意、德、匈)布莱斯
christian	n. 基督徒，信徒 adj. 基督教的；信基督教的
ease	v. 减轻，缓和；使安心 n. 轻松，舒适；安逸，悠闲
cyberspace	n. 网络空间；赛博空间
pie	n. 馅饼；饼图；爱说话的人 vt. 使杂乱
pig	n. 猪；猪肉 v. 生小猪；像猪一样过活
football	n. 足球，橄榄球 vi. 踢足球；打橄榄球
navy	n. 海军
pit	n. 矿井；深坑；陷阱；（物体或人体表面上的）凹陷；（英国剧场的）正厅后排；正厅后排的观众 v. 使竞争；窖藏；使凹下；去…之核；使留疤痕
exterior	adj. 外部的；表面的；外在的 n. 外部；表面；外型；外貌
glorious	adj. 光荣的；辉煌的；极好的
pot	n. 壶；盆；罐 v. 把…装罐；射击；节略
colonel	n. 陆军上校
obey	v. 服从，听从；按照……行动 n. (Obey)人名；(英、法)奥贝
crane	n. 吊车，起重机；鹤 v. 伸着脖子看；迟疑，踌躇
guideline	n. 指导方针
weed	v. 除草；铲除 n. 杂草，野草；菸草
weep	v. 哭泣；流泪；哀悼；滴落；渗出液体 n. 哭泣；眼泪；滴下
lumber	v. 伐木；喧闹地向前走；笨重地行动，缓慢地移动 n. 木材；废物，无用的杂物；隆隆声
october	n. [天] 十月
unload	v. 卸；摆脱…之负担；倾销
skillful	adj. 熟练的；巧妙的
straw	n. 稻草；吸管；一文不值的东西 adj. 稻草的；无价值的
bury	v. 埋葬；隐藏 n. (Bury)人名；(法)比里；(英、西)伯里；(德、意、罗、波、捷、匈)布里；(俄)布雷
pub	n. 酒馆；客栈
bell	n. 铃，钟；钟声，铃声；钟状物 v. 装钟于，系铃于
crust	n. 地壳；外壳；面包皮；坚硬外皮 v. 结硬皮；结成外壳
kindness	n. 仁慈；好意；友好的行为
volt	n. 伏特（电压单位）；环骑；闪避
canoe	n. 独木舟；轻舟 v. 乘独木舟
cab	n. 驾驶室；出租汽车；出租马车 v. 乘出租马车（或汽车）
emit	v. 发出，放射；发行；发表
tablet	n. 碑；药片；写字板；小块；平板电脑 vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块
quilt	n. 被子；棉被 v. 东拼西凑地编；加软衬料后缝制
candy	v. 用糖煮；使结晶为砂糖；美化 n. 糖果（等于sweets）；冰糖（等于sugar candy，rock candy）；毒品 adj. 新潮的（服饰）；甜言蜜语的
gum	n. 口香糖；树胶；橡皮 v. 用胶粘，涂以树胶；使…有粘性
housework	n. 家务事
fifty	n. 五十；五十个；编号为50的东西 adj. 五十的；五十个的；众多的
hobby	n. 嗜好；业余爱好
lemon	adj. 柠檬色的 n. 柠檬
jewel	n. 宝石；珠宝 v. 镶以宝石；饰以珠宝
farewell	n. 告别，辞别；再见；再会 int. 别了！（常含有永别或不容易再见面的意思）；再会！ adj. 告别的
gaol	v. 监禁 n. 监狱
silk	n. 丝绸；蚕丝；丝织物 adj. 丝的；丝绸的；丝制的 vi. （玉米）处于长须的阶段中
guy	n. 男人，家伙 v. 嘲弄，取笑
gut	n. 内脏；肠子；剧情；胆量；海峡；勇气；直觉；肠 v. 取出内脏；摧毁（建筑物等）的内部 adj. 简单的；本质的，根本的；本能的，直觉的
friendly	adj. 友好的；亲切的；支持的；融洽的，和睦的 adv. 友善地；温和地 n. (Friendly)人名；(英)弗兰德利
anguish	n. 痛苦；苦恼 v. 使极度痛苦
gun	n. 枪支；枪状物；持枪歹徒 v. 用枪射击；加大油门快速前进
